customer,churn, age, children, income,handset_age,smart_phone,homeowner,avg_overbundle_mins,avg_roamcalls,call_minutes_change_pct,bill_amount_change_pct,peak_offpeak_ratio,peak_offpeak_ratio_change_pct,avg_dropped_calls,last_month_customercare_calls,num_retention_calls,num_retention_offers_accepted
4033, no,56,0,6,307,1,0,0,0,-0.545,0,1.6268,-3.330731033,3,0,0,0
4034, no,0,0,0,261,1,1,54,0.2,-14.97,-1.5418,1.352512082,-7.652016088,16.33,1.67,0,0
4035, no,0,0,0,98,1,1,135.5,1.28,4.29,0.5238,1.178275035,10.60953002,16.67,1.33,0,0
4036, no,30,0,6,368,1,0,35.25,0,3.465,0.4492,0.584269663,5.910436277,8.67,10.33,0,0
4037, no,0,0,0,261,1,1,0,0,-2.385,0.0438,5.287902968,10.27989773,11,0,0,0
4038, no,46,0,0,199,1,1,0,0.51,7.715,0.002,1.9,-16.1716697,54.33,0,0,0
4039, no,0,0,6,261,1,0,0,0,0.63,0,0.563033342,1.449733106,34,0,0,0
4040, no,36,0,5,78,1,1,0.25,19.62,2.395,-0.1468,1.714285714,4.666028359,16,0,0,0
4041, no,44,0,7,307,1,0,0,0,-3.95,-0.005,1.419014798,10.45609568,3.33,9.33,0,0
4042, no,36,0,6,261,1,0,0,0,-2.265,-0.0148,1.09,16.54476779,2,0.67,0,0
4043, no,0,0,6,199,1,0,0,0,0.175,-0.0054,5.721030043,19.38744859,1.33,0,0,0
4044, no,0,0,8,145,1,0,101.75,0,-13.135,-1.259,0,-0.828980591,0,0.33,0,0
4045, no,0,0,0,199,1,1,0.25,0,0.98,-0.0054,0.911854103,-5.348579593,14.67,0,0,0
4046, no,46,0,7,260,1,0,363.5,0,-1.825,0.1546,0.723076923,-6.739808049,13.67,4.67,0,0
4047, no,0,0,0,260,1,1,10.75,14.91,-2.445,-0.2978,0.848933333,-12.73698946,6,2.33,0,0
4048, no,26,0,6,306,1,0,17.5,0,2.025,-0.1274,0.984923866,-5.434810315,3.67,0,0,0
4049, no,52,1,9,367,1,0,438,67.05,-22.91,-4.1972,4.122405063,14.94965068,13.67,0,1,0
4050, no,50,1,6,198,1,0,0,0.1,4.31,0.1554,0.938778009,-16.48779875,12.67,14.33,0,0
4051, no,42,1,6,194,1,0,84,0,9.555,0.2488,0.641404644,16.35682554,7.67,4.67,0,0
4052, no,36,0,2,198,0,0,291.25,0,7.42,0.1462,2.952,-9.706333719,7.67,1,0,0
4053, no,0,0,0,133,1,1,60.5,0,6.195,0.579,1.187672776,17.31977151,4.33,16,0,0
4054, no,0,0,0,67,1,1,11,0.1,3.195,-0.0644,0.54,-10.83356092,10.33,0.33,0,0
4055, no,70,0,2,260,1,0,0,0,-0.18,0,1.429184549,-4.543932665,0,0,0,0
4056, no,38,1,3,367,1,0,0,2.03,-2.04,-0.025,1.794117647,15.51157177,6.67,1,0,0
4057, no,0,0,0,198,1,1,74.25,0.16,9.125,0.9462,0.485437158,15.49537671,60.67,16.67,0,0
4058, no,40,0,8,198,1,0,1.75,0.24,7.68,0.0466,0.665791358,2.612855698,8,6,0,0
4059, no,48,1,3,117,1,0,0.75,0,-3.65,-0.9078,1.23307746,5.790205367,4.67,2.67,0,0
4060, no,0,0,0,306,1,1,4.75,0,3.05,0.0998,1.069108214,-5.89167436,4.67,0,0,0
4061, no,60,0,4,198,1,0,10.25,0,1.545,0.0718,0.533867246,12.90297119,23.33,3.67,0,0
4062, no,44,1,7,306,1,1,0,27.67,1.585,-0.1844,1.413650465,-13.25820484,2.33,0.33,0,0
4063, no,0,0,0,367,1,1,53.5,0,-1.085,0.1532,1.149709219,10.62101674,18.67,0.67,0,0
4064, no,48,1,6,219,1,0,0,0.1,-6.545,-0.002,0.538140724,-11.81667352,7.67,0,0,0
4065, no,26,0,6,198,1,1,0,28.32,-7.26,-0.4134,1.537307837,-3.475987486,18.67,3.33,0,0
4066, no,0,1,0,306,1,1,0,0,-0.31,0.0296,1.308382394,-18.18453022,0.67,0,0,0
4067, no,48,1,9,367,1,0,0,0,1.27,-0.7992,0.388921569,0.167207549,1.67,0,0,0
4068, no,58,0,9,260,1,0,73.75,0,-1.56,-0.5058,2.161383983,-19.75480996,9,0.33,0,0
4069, no,48,0,4,198,1,0,244.25,0,-1.175,-0.4618,2.119867275,3.009253019,5,2.67,0,0
4070, no,36,1,5,305,1,0,0.25,0.16,0.165,0.0076,1.281162137,-5.186927547,3,0,0,0
4071, no,52,1,9,366,1,0,0,0,-0.67,0,6.413695529,-2.128409718,4,0,0,0
4072, no,52,1,6,305,1,0,192.75,0,14.385,3.165,1.766666667,1.057308794,10.67,0.33,0,0
4073, no,46,1,9,94,1,0,1.75,0,-5.985,-0.8006,3.169939694,3.165588085,4.33,0,0,0
4074, no,58,0,7,197,1,0,0,0,1.97,-0.0064,0.737272727,-7.342003801,10.33,0,0,0
4075, no,0,0,0,305,1,1,4.75,0,12.68,0.059,0.579059702,1.821974695,56.67,15.67,0,0
4076, no,50,0,6,259,1,0,47.75,0,-5.255,-0.3842,0.796460972,1.677173691,13,4,0,0
4077, no,46,1,9,21,1,0,189.25,0,9.525,1.4038,2.586901408,5.693973168,16.33,0,0,0
4078, no,0,0,0,341,1,1,0,0,-1.11,0,2.340140396,13.49524336,4.67,0,0,0
4079, no,36,0,5,305,1,0,27.5,1.76,-0.74,-0.134,3.150645161,14.34077569,10.33,0,0,0
4080, no,50,0,6,305,1,0,15.25,0.2,2.845,0.1562,0.539342736,18.72524759,5.67,0,0,0
4081, no,0,0,0,366,1,1,0,0,0.69,-0.005,0.478120884,-0.22364247,2.33,0,0,0
4082, no,42,0,0,259,1,1,0,0.16,0.555,-0.0032,1.519496101,-5.31731501,8,0,0,0
4083, no,40,1,3,258,1,0,1.75,0,0.19,0.0798,2.325889742,5.689966639,1,2,0,0
4084, no,48,0,9,304,1,0,3,0,-6.56,-0.021,0.863131936,-12.58113585,6.67,0,0,0
4085, no,38,0,6,196,1,0,1.25,0,-1,0.135,0.527637358,-27.46663231,1.33,15.67,0,0
4086, no,0,0,0,364,1,1,17.75,0,0.625,0.2636,1.848101266,6.224550512,6,2.67,0,0
4087, no,56,0,5,195,1,0,0,0,0.35,-0.036,3.11311054,-25.09148082,12.33,0,0,0
4088, no,24,0,1,-3,1,0,181.75,0,19.69,1.7462,0.998712597,2.322049052,29.33,6.33,0,0
4089, no,38,0,6,303,1,1,0,0,2.15,-0.005,0.956309097,-0.106416345,4.33,1.33,0,0
4090, no,22,1,1,106,1,0,0.75,0,0.61,-0.1652,2.85793019,8.076619418,4.33,0,0,0
4091, no,0,0,0,303,1,1,295.25,0,9.15,1.8786,1.535395598,3.085848926,24,3.33,0,0
4092, no,36,0,7,195,1,0,113,0,-5.95,-0.5616,3.171844488,16.87541005,12.33,0.67,0,0
4093, no,32,0,9,303,1,0,0,0,0.54,-0.01,3.409171076,5.751003544,1,0,0,0
4094, no,44,0,4,262,1,0,0,0,0.18,-0.0058,0.742015761,-21.03567041,37.33,0,0,0
4095, no,0,0,0,-1,1,1,181.25,0,-16.825,-1.2016,0.933082437,12.16620602,11,10.33,0,0
4096, no,40,0,7,66,1,0,69.25,0,7.665,0.4558,0.812083663,-3.447929238,35,19.67,0,0
4097, no,42,0,6,302,1,1,0,0,1.695,0,1.186070158,-2.684081429,20.67,0.33,0,0
4098, no,48,1,7,302,1,0,10.75,0.1,4.805,0.0334,1.069583333,-2.101336955,14.33,0,0,0
4099, no,0,0,0,170,1,1,0,0.94,-2.65,0.0366,3.095760023,-1.726578182,3,0,0,0
4100, no,0,0,1,302,1,1,189.5,1.95,5.5,0.0554,0.671034973,0.217601793,1.67,3.33,0,0
4101, no,0,0,0,302,1,1,62,1.35,0.22,0.5824,1.256698219,30.84747589,32,2.67,0,0
4102, no,0,0,0,256,1,1,45.25,0.65,2.095,1.046,9.079699953,3.803763632,10,0,0,0
4103, no,38,1,6,194,1,0,175,4.78,0.185,-0.2012,1.931119946,7.177667534,28.67,4.67,0,0
4104, no,0,0,0,256,1,1,0,0.48,6.075,-0.0264,0.761697497,5.041528189,38.67,2,0,0
4105, no,54,1,5,256,1,0,0,0,1.62,-0.1466,0.96908168,-1.009573898,3.67,0.33,0,0
4106, no,0,0,9,302,1,0,123.5,1.18,6.205,-1.081,1.137375531,-4.574918773,16,10.33,0,0
4107, no,34,0,9,41,1,0,6.75,6.69,3,0.5158,5.90874764,17.88639162,15,3,0,0
4108, no,26,0,4,203,1,1,0,1.27,-3.9,0.1946,1.246268657,-22.6260615,26,12,0,0
4109, no,56,0,9,362,1,0,0,0.64,-0.86,0.0466,4.849884527,2.883197419,9,0,0,0
4110, no,0,0,0,362,1,1,0,0,-0.94,-0.005,1.166666667,3.473390825,6.67,0,0,0
4111, no,56,0,4,202,1,0,0,0.1,-0.165,-0.007,0.664269571,0.927225875,13.67,0,0,0
4112, no,0,0,0,115,1,1,0,0,-0.265,-0.0104,1.956149027,-0.412692508,10,3.67,0,0
4113, no,0,0,0,90,1,1,0,0,1.1,0,1.861062089,0.926056806,12.33,1.33,0,0
4114, no,0,0,0,255,1,1,7.25,0,-1.125,-0.0508,0,14.08874174,0,0,0,0
4115, no,0,0,0,300,1,1,0,0,0.665,-0.005,2.001876173,-7.389254879,0,0,0,0
4116, no,26,0,6,254,1,0,0,12.46,-2.85,-0.2492,0.774068699,5.859652456,1,0,0,0
4117, no,48,1,9,300,1,0,0,0,5.155,-0.0148,0.780789474,-22.14941442,7,0,0,0
4118, no,0,0,0,300,1,1,0,0,-5.965,-1.1212,0.919616077,5.587820273,2.67,4.33,1,0
4119, no,0,0,0,300,1,1,367.75,0,8.575,2.577,0.72920382,-0.224713447,26.67,6,0,0
4120, no,0,0,1,300,1,0,0,0,-5.225,-0.01,0.298210526,0.668479089,10.33,0,0,0
4121, no,50,1,9,10,1,0,0,0,-1.3,-0.005,6.490636704,3.981307823,1.33,0,0,0
4122, no,44,0,7,361,1,0,120,6.95,-0.01,-0.4724,0.958295455,-5.182873321,29.33,0.67,0,0
4123, no,0,1,6,361,1,0,6,0,-7.56,-0.1714,2.424851401,9.343298462,11.67,8.67,0,0
4124, no,36,0,8,299,1,0,0,0,-4.665,-0.0296,2.477068966,-2.186532476,9.33,0.33,0,0
4125, no,48,0,6,299,1,0,57,0,-6.06,-0.1138,0.599205912,3.00991042,8.67,6.33,0,0
4126, no,34,1,9,132,1,0,0,0,-0.37,0,2.116402116,-0.245687184,0,0,0,0
4127, no,42,0,4,191,1,0,130.25,0.1,-8.68,-0.4698,1.601646341,2.788182773,62.67,8,0,0
4128, no,44,1,6,191,1,1,0,0,-0.685,-0.0294,1.825763832,4.860080968,10,0,0,0
4129, no,36,1,3,253,1,0,0,0,-0.795,0.005,2.277916667,-7.824519101,4.33,0,0,0
4130, no,24,0,6,253,1,0,0,0,0.165,0,0.786885246,10.12475637,3,0,0,0
4131, no,32,0,5,253,1,1,0,0,-0.425,0,0.417953884,-11.07924856,4.33,0,0,0
4132, no,44,0,7,253,1,0,0.25,2.68,-1.21,0.0776,0.979791794,9.374268767,5.33,0,0,0
4133, no,46,1,7,191,1,0,161.5,0.29,1.305,0.8952,2.433809524,13.9947754,93.67,0,0,0
4134, no,44,0,3,243,1,0,0,0,-5.565,0,2.100256496,-22.55112973,33.33,0.67,0,0
4135, no,44,1,6,253,1,0,80.75,1,7.805,0.8622,0.65264072,0.551896339,4,0.33,0,0
4136, no,0,0,0,253,1,1,48.25,0.35,0.97,-0.31,1.865002987,16.56706201,14.67,1.67,0,0
4137, no,58,0,6,299,1,0,7.75,0.2,-1.435,-0.0504,1.329282188,7.324197224,6,0,0,0
4138, no,0,0,5,359,1,0,0,0,-0.85,0,4.353319058,-10.14309987,0.67,0,0,0
4139, no,24,1,6,359,1,0,0,0,3.745,0.4086,6.359056806,16.62510322,1.33,0.67,0,0
4140, no,54,1,9,190,1,0,201.25,0,2.365,-0.1326,1.190049549,9.670629953,11.33,0,0,0
4141, no,28,0,6,190,1,0,0,0,0.36,0.1564,0.873875049,-7.876150059,10,0,0,0
4142, no,26,1,4,190,1,0,5.5,1.39,0.17,-0.0446,1.26456732,-4.668374032,8.33,0,0,0
4143, no,62,0,9,22,0,0,0,0,1.1,-0.4548,1.91625,-7.867197594,4,0,1,0
4144, no,0,0,0,190,1,1,7.25,0,2.61,0.296,0.752529618,-7.603767666,21.67,11.33,0,0
4145, no,30,0,8,252,1,1,0,0,-1.835,0,1.108108108,-9.739069079,15.33,0.33,0,0
4146, no,0,1,7,189,1,0,0,3.63,2.775,-0.0462,0.377241426,0.499809724,4,0,0,0
4147, no,48,0,9,297,1,0,20.75,0,1.445,0.3736,3.694166667,2.618121562,1.67,0,0,0
4148, no,30,1,6,228,0,0,0,0,-0.03,0,2.049475262,-18.3661884,2.33,0,0,0
4149, no,56,0,6,251,1,0,14.5,0,0.815,0.0528,9.33,-21.96009177,0.33,0,0,0
4150, no,28,0,7,122,1,0,122.5,0,-2.66,-0.7898,1.293293666,1.815727584,23,1.67,0,0
4151, no,0,0,0,162,1,1,2,0,0.61,-0.014,0,-4.462604549,0,0,0,0
4152, no,58,0,4,251,1,0,24.25,0,-1.68,-0.199,1.009708029,8.78983833,9,11.67,0,0
4153, no,42,0,3,251,1,0,0,0,-0.28,-0.01,1.201689147,1.653712669,13,0.33,0,0
4154, no,36,0,7,358,1,0,0,0,0.96,0,0.593999062,4.24783973,7,0,0,0
4155, no,0,0,0,61,1,1,67.25,0,2.225,-0.329,4.833125,2.215983368,22.33,3,0,0
4156, no,0,0,0,251,1,1,27.75,0,12.64,-0.0952,1.151247794,12.90254594,10.33,3.33,0,0
4157, no,0,0,4,188,1,0,9.25,0,-1.24,0.1888,1.436383472,-13.16743674,5,12.33,0,0
4158, no,0,0,0,122,1,1,27,0,-6.445,-0.1286,0.579141414,1.269178774,27.33,7,0,0
4159, no,0,0,7,30,1,0,101.5,0,19.28,2.1252,1.16929334,-2.291090527,3.67,1,0,0
4160, no,46,1,6,357,1,0,35.5,1.47,-0.63,-0.278,3.053506283,-8.116868757,18,6,0,0
4161, no,0,0,5,188,1,0,46,33.57,-21.165,-2.1622,0.818161716,2.643650491,11.67,6,0,0
4162, no,58,0,6,264,1,0,18.5,0,-1.74,-0.1344,3.227272727,-6.84431491,3,0,0,0
4163, no,58,0,2,296,1,0,1.75,2.31,2.09,0.0152,1.500133941,12.60729264,13.33,0.33,0,0
4164, no,48,1,7,188,1,0,0,0.1,2.35,-0.0082,0.555912505,9.027662229,32.33,0,0,0
4165, no,52,0,2,296,1,0,0,0,-1.02,1.2478,1.322580645,-17.43186169,2.33,1.33,0,0
4166, no,0,0,0,249,1,1,0,37.1,-1.04,-0.1942,2.300825206,-8.382199854,2,0,0,0
4167, no,34,0,7,75,1,0,39.25,0.1,5.68,0.1446,1.560847503,-6.785385252,11.33,8.33,0,0
4168, no,36,1,7,187,1,1,21,0.58,4.7,0.607,0.956140351,2.193162672,9.33,19.67,0,0
4169, no,26,0,3,187,1,0,3.5,0,-0.68,-0.1548,0.802536645,-0.216012801,7.67,14.67,0,0
4170, no,40,1,7,249,1,0,82.75,0,-9.685,-0.349,1.333378378,-9.199332095,39.67,4,0,0
4171, no,44,0,0,295,1,1,4.75,0,-4.01,-0.0286,2.097159543,16.20904117,4,1.33,0,0
4172, no,42,0,9,249,1,1,0,0.52,3.855,-0.0202,3.225806452,-10.99291701,2.67,0,0,0
4173, no,32,0,4,199,1,0,1912.5,23.09,3.485,0.8602,1.740581081,7.609037078,55.33,0,0,0
4174, no,0,0,0,249,1,1,97.75,3.61,7.62,1.2696,1.780588733,-15.69751941,5,0,0,0
4175, no,70,1,9,187,1,0,84.25,0,-5.995,-0.3166,1.561576355,3.901583928,16.33,4.67,1,1
4176, no,0,0,0,249,1,1,0,0,-2.125,-0.6928,0.869158879,-16.26547963,0.67,1.33,0,0
4177, no,60,1,5,356,1,1,0,0,-0.86,0,2.00061237,3.154151827,3,0,0,0
4178, no,30,1,8,356,1,0,58.25,0,3.27,0.5682,1.929121317,11.46982465,5,0,0,0
4179, no,54,0,8,248,1,0,0,0.4,-0.255,0.024,3.494382022,-4.93691565,1.33,0,0,0
4180, no,0,0,0,41,1,1,70.75,0,4.62,-0.4834,0.630190042,-12.18129054,20,11.67,0,0
4181, no,0,0,0,248,1,1,0,0.45,-4.795,-0.2682,0.976587987,9.561516671,19.67,1.67,0,0
4182, no,34,0,4,294,1,0,6,0.1,-3.75,-0.0032,1.10948106,3.636917916,19,0,0,0
4183, no,58,0,9,186,1,0,0.5,0.87,-0.07,0.0272,1.483186756,14.12295216,4,0,0,0
4184, no,52,0,9,294,1,0,0,0.71,-0.96,0.0424,1.380952381,-5.799998523,5.67,0,0,0
4185, no,0,0,0,186,1,1,98.5,0,0.705,0.2676,0.720538462,8.61436911,38.33,9.33,1,1
4186, no,34,1,6,186,1,0,0,0,2.53,-0.0104,1.354375,10.72379529,2,0,0,0
4187, no,22,0,8,248,1,0,0,0,2.965,0,0.769911504,9.063669294,2.67,0.67,0,0
4188, no,0,0,0,118,1,1,155.5,0.1,6.56,1.0234,0.994797508,3.96206295,42.33,12,0,0
4189, no,38,0,3,248,1,0,0,2.19,0.725,0.0814,3.470300061,-17.37369586,2.67,2.33,0,0
4190, no,0,0,0,185,1,1,30.5,0,1.38,-0.2584,1.67543347,-7.961737364,32.67,0,0,0
4191, no,36,1,3,293,1,0,4.25,0,0.3,0.097,2.689484416,6.36246429,26.67,3.33,0,0
4192, no,56,0,9,354,1,0,0,0.84,0.62,0.1248,2,0.897755267,1.33,0.33,0,0
4193, no,36,0,7,354,1,1,0,0,-0.06,0,2.187101612,9.237713686,2,0,0,0
4194, no,0,0,0,269,1,1,0,0,0.36,0.01,2.45137881,0.094808155,2.33,0,0,0
4195, no,60,0,9,185,1,0,0,0.24,-1.19,-0.011,1.792140641,-1.661803069,2.33,0.67,0,0
4196, no,60,1,9,34,1,0,0,0.32,0.06,-0.1564,0.33,5.987589702,0.33,0,0,0
4197, no,40,0,7,354,1,1,22.5,0,-4.065,-0.1576,4.376344086,8.88396956,0.33,0,0,0
4198, no,94,0,6,75,1,0,29,0,-1.995,0.1376,0.843245033,5.345565156,49.33,3,0,0
4199, no,0,0,0,158,1,1,29.5,2.93,-1.74,0.6352,1.333387097,0.528585427,35.33,18.33,0,0
4200, no,32,1,3,293,1,1,83,0,-3.66,-0.611,1.304623656,-1.578619565,40.33,4,0,0
4201, no,30,0,2,185,1,0,187,2.89,1.715,0.378,2.767414228,20.86011566,24.67,0.33,0,0
4202, no,52,0,7,247,1,0,196.75,0.2,-0.81,0.7396,0.736161137,9.216833182,9.67,6.33,0,0
4203, no,40,0,1,353,1,0,0,0,1.34,0.17,1.363326517,3.283502363,1,1.33,0,0
4204, no,0,0,0,279,1,1,0.5,0,-2.69,-0.0128,3.302727273,-8.667681874,1,0,0,0
4205, no,32,0,6,353,1,1,0,0.2,2.865,0.1694,0.456790123,-7.580169332,1.67,1.33,0,0
4206, no,26,0,6,184,1,0,0,0.59,-0.69,-0.018,1.172166667,1.86084968,20,6,0,0
4207, no,64,0,2,246,1,0,0,0,-0.51,0.05,4.263157895,8.105901865,0.67,0,0,0
4208, no,24,0,4,184,1,0,0,0.1,-2.16,0.1418,2.10330962,7.984800728,25,0.33,0,0
4209, no,24,0,4,184,1,0,0,0,3.275,0.0206,1.037890097,-2.832552986,7,1,0,0
4210, no,26,0,3,234,1,0,28.75,0,3.32,0.496,1.985507246,13.98813134,17,0,0,0
4211, no,52,1,7,96,1,1,80,0.26,9.4,-0.6226,2.80122807,-7.779855278,9,10.67,0,0
4212, no,50,1,6,246,1,0,19.5,0,9.575,-0.1366,1.063702641,-1.645146039,33.33,0.67,0,0
4213, no,42,0,7,246,1,0,213.25,7.43,-8.79,-1.1948,7.318390399,-3.640458399,60.67,1,0,0
4214, no,0,0,0,352,1,1,0,0,-0.42,0,8.725321888,35.02842808,1.67,0,0,0
4215, no,0,0,7,184,1,0,0,0,1.045,-0.1026,1.165135135,-1.102207752,7,2.67,0,0
4216, no,38,0,6,292,1,0,0,0,1.085,-0.01,1.817385592,-9.58252104,3,0,0,0
4217, no,26,0,5,246,1,1,0,0,-4.445,-0.005,0.81799591,15.84909807,12.33,0,0,0
4218, no,0,0,0,292,1,1,570.5,0.16,-3.98,0.9442,2.342437479,3.882467468,23.67,5,0,0
4219, no,22,0,8,184,1,0,146.75,0.42,-2.255,-0.3514,1.017341542,5.668058806,17.33,0,0,0
4220, no,50,0,5,246,1,0,3.75,0,-3.05,-0.0262,1.008760287,-1.919065369,2,0,0,0
4221, no,30,0,1,246,1,1,346.25,9.4,-2.07,0.7624,1.051873946,3.616201116,16.33,2.33,0,0
4222, no,0,0,0,183,1,1,44.5,4.43,-6.13,0.9162,1.307869836,16.47432297,5,4.33,0,0
4223, no,30,1,5,291,1,0,36,1.59,1.72,0.0338,2.280811569,-1.943283706,11.67,1.33,0,0
4224, no,24,1,3,38,1,0,65.5,0,-11.985,-0.4882,0.813586901,-7.57538741,4,0,0,0
4225, no,40,1,9,68,1,1,238.75,3.03,-8.72,-0.971,3.436708861,9.205724385,71.33,7,0,0
4226, no,0,0,0,183,1,1,0,0,-0.7,-0.0064,0.538106236,-4.856156655,0.33,0,0,0
4227, no,0,0,4,291,1,0,86,0,4.68,1.179,1.324503311,-3.954299609,71,7.33,0,0
4228, no,44,1,6,266,1,0,265,0,0.94,-0.172,2.90710052,11.00692584,8.33,2.67,0,0
4229, no,0,0,0,40,1,1,0,0,-1.63,0.0466,0.775434783,-22.66626438,13.33,0.67,0,0
4230, no,48,0,7,245,1,0,0,0,-1.215,0.05,1.551991723,3.239835204,5.33,0,0,0
4231, no,28,0,3,245,1,0,31.5,0,2.3,0.4644,1.163619093,3.55330671,6,5.33,0,0
4232, no,40,1,1,41,1,0,8.25,0,-2.025,0.096,1.197183099,-3.521112514,7.33,8.67,0,0
4233, no,52,0,6,244,1,0,0,0,-1.42,-1.3014,1.034661148,-14.95604221,1,0.67,0,0
4234, no,58,0,7,182,1,0,38.25,6.03,-0.66,-0.33,0.836251503,1.332760386,48.33,5.33,0,0
4235, no,0,0,6,182,1,0,0,0,1.15,0.0462,1.072280448,7.97282643,2,0,0,0
4236, no,0,0,0,351,1,1,9.75,0,-0.955,-0.0776,2.964672466,0.580791938,14.33,0,0,0
4237, no,40,1,5,181,1,0,74.5,0,2.705,0.3514,1.162899613,-0.35205559,11.67,0.33,0,0
4238, no,24,0,5,290,1,0,72.75,0,-3.475,-0.2232,4.169014085,-1.982951479,28.67,1.67,0,0
4239, no,42,0,9,39,1,0,0.25,0,1.64,-0.002,5.265402844,5.493432001,1,2,0,0
4240, no,58,0,5,224,1,0,44.25,0,-0.195,0.9834,3.286096973,4.577786941,3.33,0.67,0,0
4241, no,26,1,2,289,1,0,0,0,0.075,0,2.043478261,-4.061729612,2.67,0,0,0
4242, no,36,0,4,350,0,0,41,0,-7.74,1.6456,1.730769231,15.85375735,5.67,1.33,0,0
4243, no,40,1,5,243,1,0,0,0.52,8.375,-0.0124,10.19892643,-3.613529018,22.33,0,0,0
4244, no,36,1,6,350,1,0,142,0.64,-3.875,-0.9648,1.356277954,4.399239841,15.33,2,0,0
4245, no,0,0,0,181,1,1,24.5,0.2,-0.81,-0.1082,3.603513514,0.736584858,12.33,0.33,0,0
4246, no,32,0,5,141,1,0,42.75,0,1.17,0.2764,0.2333,-1.553459785,5.33,4,0,0
4247, no,0,0,0,243,1,1,7.25,0,-10.595,0.012,0.949810557,0.418158983,53,2.33,0,0
4248, no,62,0,5,78,1,0,0,29.19,1.58,-0.5838,0.335833138,20.32560783,7.33,0,0,0
4249, no,38,1,2,288,1,0,0,0,-4.66,-0.32,1.471495928,-8.144196885,2.33,5,0,0
4250, no,28,1,3,349,1,0,49.75,0,-9.45,1.7186,0.633611111,-11.17491247,12,13.67,0,0
4251, no,42,1,8,287,1,0,0,0,-1.72,-0.0098,1.433090024,-6.205566156,1.33,0,0,0
4252, no,0,0,0,348,1,1,568.75,3.83,-12.39,-3.0992,2.92,-12.77738251,42,0,0,0
4253, no,0,0,0,48,1,1,567.75,0,15.88,1.461,1.016068645,-19.44331177,41,16.67,0,0
4254, no,34,1,8,241,1,0,86.75,0.58,12.405,2.0704,1.46974971,6.419415612,2,0,0,0
4255, no,52,1,6,287,1,0,0,0,0.685,0.3366,2.19760479,-6.670283489,0,2,0,0
4256, no,56,0,6,240,1,0,0,0.1,1.22,0.0426,1.421800948,15.66669699,2,0.33,0,0
4257, no,50,1,5,280,1,0,19.25,0.1,5.905,0.4024,1.428304123,-3.626529586,19,0,0,0
4258, no,0,0,0,286,1,1,157.5,0,-7.155,-1.2414,0.795011653,-11.26874674,13.67,6,0,0
4259, no,70,0,4,285,1,0,0,0,1.1,0,1.59970015,-1.816458587,0,0,0,0
4260, no,30,0,1,222,1,1,45.25,0,-5.36,-0.4016,1.012743056,6.737303554,22.33,4,0,0
4261, no,34,0,1,239,1,0,6.25,0,-1.025,-0.055,1.979551855,7.890500678,12.67,0,0,0
4262, no,0,0,0,239,1,1,0,0,-0.42,0,2.250432776,19.23869201,20.67,0,0,0
4263, no,40,0,0,46,1,1,3.25,0,2.64,-0.0514,0.581316428,9.283233957,14.33,1,0,0
4264, no,32,0,7,239,1,0,69,0.1,-1.805,-0.4812,0.708752611,-2.10723024,5.67,0.33,0,0
4265, no,28,1,6,345,1,0,67.25,0,7.015,1.3824,1.795944081,2.470534201,22.67,2.33,0,0
4266, no,44,1,4,62,1,0,245.75,55.81,13.61,2.9416,1.860373844,-3.496179754,33.33,6.67,0,0
4267, no,44,1,9,238,1,0,0,0,1.76,-0.0446,3.62077676,12.78974663,4,0,0,0
4268, no,0,0,0,72,1,1,1,0,0.11,0.0284,2.223412805,-5.05495954,15.67,0,0,0
4269, no,44,0,6,283,1,0,0.5,0,-2.085,0.0562,2.932151381,5.006191221,11.67,2.67,0,0
4270, no,62,1,3,283,1,0,0,0,0.29,0.005,2.204970503,17.02340671,30.67,0.33,0,0
4271, no,48,0,4,72,1,0,0,2.98,-9.98,-0.2328,1.186584121,10.87992161,48,1.33,0,0
4272, no,0,0,0,344,1,1,0,0.1,-0.32,0.008,1.61627907,5.708630392,9,0.67,0,0
4273, no,0,0,0,343,1,1,0,0,-15.17,0,0.883218842,6.436772009,53.33,3.67,0,0
4274, no,0,1,0,282,1,1,0,0,2.185,0.0692,2.187784624,-13.84858305,5.33,1.67,0,0
4275, no,0,0,0,342,1,1,0,13.07,-0.015,-0.2318,1.751879699,9.104687957,0,0,0,0
4276, no,38,1,6,163,1,0,80.75,0,-0.44,-0.494,0,3.507115071,0,0,0,0
4277, no,0,0,5,342,1,0,0,0.71,0.13,-0.0142,0.92926045,-10.8788091,0,0,0,0
4278, no,44,1,2,281,1,0,0.5,0,1.485,0.3766,1.218221495,7.366064115,2.67,5.33,0,0
4279, no,42,1,6,325,1,0,35.25,0,-1.435,-0.2468,1.365,-5.164122788,3.33,0.33,0,0
4280, no,34,0,5,281,1,0,0.25,0,0.505,-0.0026,1.127079356,0.92092556,8.33,0,0,0
4281, no,32,1,6,280,1,0,0,0.16,1.15,-0.0018,2.201024328,-6.055924052,4.67,0,0,0
4282, no,38,0,3,280,1,0,0,0,-0.605,0,3.82398957,-0.492758553,0.33,0,0,0
4283, no,38,1,5,234,1,0,91.25,0,4.78,-0.636,0.550880315,-0.263100904,5.67,4,0,0
4284, no,50,0,6,86,1,0,87.75,0,7.96,0.7472,0.746359383,0.034418474,6.67,0,0,0
4285, no,28,0,1,279,1,0,23.75,0,-1.635,-0.2098,0.709823529,2.170509021,37.33,5,0,0
4286, no,52,1,6,233,1,0,97.5,0,5.39,0.9242,0.519157088,5.59255676,44.67,0,0,0
